Objekt,Date,Sign,CleaningType,DateTime
BBT 307,2018-01-04,andhan,Syradisk,2018-01-04 07:15
BBT 317,2018-01-04,mårfre,Syradisk,2018-01-04 20:27
BBT 316,2018-01-05,johper,Syradisk,2018-01-05 13:44
T45,2018-01-05,mårfre,Syradisk,2018-01-05 22:06
Gamla runtkörningen,2018-01-05,mårfre,Totaldisk,2018-01-05 22:06
Filtret-Veckoavslut,2018-01-05,mårfre,Lutsterilning,2018-01-05 22:11
Maltax,2018-01-05,mårfre,Rengjord,2018-01-05 22:06
T34,2018-01-05,mårfre,Syradisk,2018-01-05 22:59
BBT 323,2018-01-07,jircec,Lutdisk,2018-01-07 10:01
Vattenfilter,2018-01-07,jircec,Syradisk,2018-01-07 12:09
BBT 304,2018-01-07,jakgun,Syradisk,2018-01-07 23:59
BBT 307,2018-01-08,karing,Lutdisk,2018-01-08 11:03
BBT 324,2018-01-09,karing,Syradisk,2018-01-09 06:40
BBT 310,2018-01-09,karing,Syradisk,2018-01-09 09:16
BBT 313,2018-01-10,normar,Syradisk,2018-01-10 09:50
BBT 308,2018-01-09,karada,Syradisk,2018-01-09 19:02
BBT 314,2018-01-10,normar,Syradisk,2018-01-10 11:38
BBT 323,2018-01-11,andhan,Syradisk,2018-01-11 00:52
BBT 321,2018-01-11,normar,Lutdisk,2018-01-11 07:45
BBT 311,2018-01-09,karing,Lutdisk,2018-01-09 11:52
T45,2018-01-11,normar,Lutdisk,2018-01-11 08:52
Stora balanssystemet (1),2018-01-11,normar,Lutdisk,2018-01-11 09:56
Lilla balanssystemet (2),2018-01-11,normar,Lutdisk,2018-01-11 11:36
BBT 312,2018-01-11,jakgun,Syradisk,2018-01-11 23:25
BBT 318,2018-01-11,jakgun,Syradisk,2018-01-11 23:29
BBT 309,2018-01-12,jakgun,Lutdisk,2018-01-12 01:51
BBT 305,2018-01-12,normar,Syradisk,2018-01-12 07:49
BBT 315,2018-01-12,mölpet,Syradisk,2018-01-12 17:15
Gamla runtkörningen,2018-01-12,mölpet,Totaldisk,2018-01-12 22:10
T34,2018-01-12,mölpet,Lutdisk,2018-01-12 23:00
BBT 310,2018-01-14,karada,Syradisk,2018-01-14 10:08
BBT 317,2018-01-14,karada,Syradisk,2018-01-14 21:18
BBT 322,2018-01-14,leajon,Lutdisk,2018-01-14 23:36
BBT 304,2018-01-15,assulf,Lutdisk,2018-01-15 06:59
Filtret-Veckoavslut,2018-01-15,karola,Lutsterilning,2018-01-15 09:24
BBT 308,2018-01-15,johper,Lutdisk,2018-01-15 15:36
BBT 311,2018-01-15,johper,Syradisk,2018-01-15 16:59
BBT 306,2018-01-16,jircec,Syradisk,2018-01-16 10:07
BBT 324,2018-01-16,jircec,Syradisk,2018-01-16 10:08
BBT 316,2018-01-16,leajon,Lutdisk,2018-01-16 23:47
BBT 313,2018-01-17,leajon,Lutdisk,2018-01-17 01:20
BBT 314,2018-01-17,leajon,Lutdisk,2018-01-17 01:20
Aldox,2018-01-18,karing,Syradisk,2018-01-18 00:36
Filtret Sterilning,2018-01-18,karing,Genomförd,2018-01-18 00:36
BBT 315,2018-01-19,karing,Lutdisk,2018-01-19 01:06
BBT 312,2018-01-18,karing,Lutdisk,2018-01-18 22:02
BBT 305,2018-01-19,karing,Lutdisk,2018-01-19 05:51
BBT 304,2018-01-19,assulf,Syradisk,2018-01-19 13:36
BBT 320,2018-01-19,karing,Lutdisk,2018-01-19 03:08
Gurtank T67,2018-01-19,assulf,Syradisk,2018-01-19 14:06
Gurtank T68,2018-01-19,assulf,Syradisk,2018-01-19 15:09
T34,2018-01-19,johper,Syradisk,2018-01-19 17:02
Filtret-Veckoavslut,2018-01-19,johper,Lutsterilning,2018-01-19 17:02
Maltax,2018-01-19,johper,Rengjord,2018-01-19 18:29
T34,2018-01-19,johper,Lutdisk,2018-01-19 18:30
T45,2018-01-19,johper,Lutdisk,2018-01-19 18:31
Filtret-Veckoavslut,2018-01-19,johper,Lutsterilning,2018-01-19 18:32
Aldox,2018-01-19,johper,Syradisk,2018-01-19 19:26
301 Vattentank,2018-01-19,johper,Lutdisk,2018-01-19 19:52
302 Vattentank,2018-01-19,johper,Lutdisk,2018-01-19 20:56
303 Vattentank,2018-01-19,johper,Lutdisk,2018-01-19 22:04
BBT 325,2018-01-21,jakgun,Lutdisk,2018-01-21 14:15
BBT 310,2018-01-22,karada,Syradisk,2018-01-22 08:36
BBT 305,2018-01-22,karada,Syradisk,2018-01-22 07:21
BBT 313,2018-01-22,karada,Syradisk,2018-01-22 12:21
BBT 317,2018-01-22,assulf,Lutdisk,2018-01-22 22:39
BBT 311,2018-01-23,assulf,Syradisk,2018-01-23 01:00
BBT 306,2018-01-23,assulf,Lutdisk,2018-01-23 02:34
BBT 321,2018-01-23,assulf,Syradisk,2018-01-23 04:21
BBT 307,2018-01-23,assulf,Syradisk,2018-01-23 05:41
BBT 323,2018-01-23,qvamag,Syradisk,2018-01-23 10:26
BBT 314,2018-01-23,qvamag,Syradisk,2018-01-23 11:44
BBT 305,2018-01-23,leajon,Syradisk,2018-01-23 14:45
BBT 308,2018-01-23,leajon,Syradisk,2018-01-23 17:42
BBT 309,2018-01-25,qvamag,Syradisk,2018-01-25 09:44
BBT 316,2018-01-25,qvamag,Syradisk,2018-01-25 11:46
T34,2018-01-26,karada,Syradisk,2018-01-26 06:48
T45,2018-01-26,karada,45 & 321 Lut,2018-01-26 14:20
BBT 321,2018-01-26,karada,45 & 321 Lut,2018-01-26 14:20
BBT 306,2018-01-26,leajon,Syradisk,2018-01-26 16:18
Filtret-Veckoavslut,2018-01-26,leajon,Lutsterilning,2018-01-26 16:18
Maltax,2018-01-26,leajon,Rengjord,2018-01-26 16:20
BBT 314,2018-01-26,leajon,Syradisk,2018-01-26 18:01
BBT 305,2018-01-26,leajon,Syradisk,2018-01-26 22:27
Kolsyraledning,2018-01-28,leajon,Rengjord,2018-01-28 10:42
BBT 320,2018-01-28,leajon,Syradisk,2018-01-28 14:49
BBT 304,2018-01-28,leajon,Syradisk,2018-01-28 14:51
Aldox,2018-01-28,leajon,Syradisk,2018-01-28 17:45
BBT 325,2018-01-28,leajon,Syradisk,2018-01-28 17:47
BBT 315,2018-01-28,leajon,Syradisk,2018-01-28 19:19
BBT 310,2018-01-29,andhan,Lutdisk,2018-01-29 10:50
Filtret Sterilning,2018-01-29,andhan,Genomförd,2018-01-29 10:29
T34,2018-01-29,andhan,Syradisk,2018-01-29 13:18
BBT 312,2018-01-28,leajon,Syradisk,2018-01-28 16:25
BBT 307,2018-01-28,leajon,Lutdisk,2018-01-28 17:44
BBT 313,2018-01-29,assulf,Syradisk,2018-01-29 14:48
BBT 323,2018-01-30,jircec,Lutdisk,2018-01-30 15:33
BBT 308,2018-01-30,mölpet,Syradisk,2018-01-30 04:49
BBT 316,2018-01-29,andhan,Syradisk,2018-01-29 13:21
BBT 311,2018-01-30,jircec,Lutdisk,2018-01-30 18:43
BBT 324,2018-02-01,jakgun,Lutdisk,2018-02-01 12:00
T34,2018-02-01,jakgun,Lutdisk,2018-02-01 13:34
BBT 309,2018-02-01,jircec,Lutdisk,2018-02-01 17:30
BBT 309,2018-01-30,jircec,Syradisk,2018-01-30 19:19
BBT 322,2018-02-01,jircec,Syradisk,2018-02-01 17:31
T34,2018-02-03,assulf,Syradisk,2018-02-03 00:44
Maltax,2018-02-03,assulf,Rengjord,2018-02-03 00:06
T45,2018-02-03,assulf,Syradisk,2018-02-03 02:57
Filtret-Veckoavslut,2018-02-03,assulf,Lutsterilning,2018-02-03 02:58
Gurtank T66,2018-02-04,jircec,Syradisk,2018-02-04 10:46
BBT 315,2018-02-04,johper,Syradisk,2018-02-04 23:12
BBT 313,2018-02-05,johper,Lutdisk,2018-02-05 00:35
BBT 321,2018-02-02,assulf,Syradisk,2018-02-02 15:55
BBT 322,2018-02-05,johper,Lutdisk,2018-02-05 04:03
BBT 308,2018-02-05,leajon,Lutdisk,2018-02-05 06:18
BBT 307,2018-02-05,leajon,Syradisk,2018-02-05 09:19
BBT 304,2018-02-05,leajon,Lutdisk,2018-02-05 12:51
BBT 314,2018-02-05,mölpet,Syradisk,2018-02-05 20:59
BBT 317,2018-02-06,jakgun,Syradisk,2018-02-06 04:29
BBT 316,2018-02-05,leajon,Lutdisk,2018-02-05 13:54
BBT 323,2018-02-06,jakgun,Syradisk,2018-02-06 05:48
BBT 325,2018-02-06,qvamag,Syradisk,2018-02-06 16:51
Filtret Sterilning,2018-02-07,leajon,Genomförd,2018-02-07 08:22
BBT 320,2018-02-07,johper,Lutdisk,2018-02-07 05:14
BBT 305,2018-02-07,leajon,Lutdisk,2018-02-07 09:56
BBT 321,2018-02-08,jakgun,Syradisk,2018-02-08 01:33
BBT 310,2018-02-08,qvamag,Syradisk,2018-02-08 15:17
BBT 312,2018-02-08,johper,Lutdisk,2018-02-08 23:22
BBT 322,2018-02-09,leajon,Syradisk,2018-02-09 09:09
BBT 304,2018-02-08,qvamag,Syradisk,2018-02-08 20:05
Filtret Sterilning,2018-02-09,leajon,Genomförd,2018-02-09 09:09
BBT 309,2018-02-09,mölpet,Syradisk,2018-02-09 17:58
T34,2018-02-11,leajon,Syradisk,2018-02-11 22:05
T45,2018-02-11,leajon,Syradisk,2018-02-11 22:05
BBT 307,2018-02-12,leajon,Syradisk,2018-02-12 02:59
BBT 316,2018-02-12,leajon,Syradisk,2018-02-12 04:15
BBT 317,2018-02-12,assulf,Lutdisk,2018-02-12 06:07
BBT 323,2018-02-12,assulf,Syradisk,2018-02-12 09:51
BBT 325,2018-02-12,assulf,Lutdisk,2018-02-12 07:41
BBT 321,2018-02-13,mårfre,Syradisk,2018-02-13 05:56
BBT 314,2018-02-13,johper,Lutdisk,2018-02-13 20:54
BBT 312,2018-02-13,johper,Syradisk,2018-02-13 21:37
BBT 313,2018-02-14,jakgun,Syradisk,2018-02-14 16:58
BBT 304,2018-02-15,assulf,Syradisk,2018-02-15 13:15
BBT 310,2018-02-15,johper,Syradisk,2018-02-15 17:02
BBT 306,2018-02-16,leajon,Lutdisk,2018-02-16 00:38
BBT 315,2018-02-16,assulf,Lutdisk,2018-02-16 05:58
BBT 309,2018-02-16,leajon,Syradisk,2018-02-16 01:24
BBT 305,2018-02-16,assulf,Syradisk,2018-02-16 07:25
T34,2018-02-16,assulf,Syradisk,2018-02-16 13:59
T45,2018-02-16,assulf,Lutdisk,2018-02-16 15:20
Filtret-Veckoavslut,2018-02-16,johper,Lutsterilning,2018-02-16 17:03
Maltax,2018-02-16,johper,Rengjord,2018-02-16 20:15
Aldox,2018-02-17,johper,Syradisk,2018-02-17 00:54
BBT 307,2018-02-18,andhan,Lutdisk,2018-02-18 12:14
Vattenfilter,2018-02-16,johper,Genomförd,2018-02-16 17:37
BBT 314,2018-02-18,andhan,Syradisk,2018-02-18 20:14
BBT 308,2018-02-18,jircec,Syradisk,2018-02-18 22:48
BBT 311,2018-02-19,jircec,Syradisk,2018-02-19 00:40
Kontrollera BBT:er i Citect,2018-02-16,johper,Genomförd,2018-02-16 18:08
BBT 317,2018-02-19,karing,Syradisk,2018-02-19 14:46
BBT 319,2018-02-19,karing,Lutdisk,2018-02-19 19:15
BBT 324,2018-02-20,karada,Syradisk,2018-02-20 09:37
BBT 316,2018-02-19,jircec,Syradisk,2018-02-19 01:36
BBT 323,2018-02-20,karing,Syradisk,2018-02-20 20:39
BBT 310,2018-02-21,assulf,Lutdisk,2018-02-21 23:42
BBT 312,2018-02-21,mölpet,Syradisk,2018-02-21 10:21
BBT 322,2018-02-21,normar,Syradisk,2018-02-21 20:57
BBT 316,2018-02-22,karing,Lutdisk,2018-02-22 16:56
BBT 306,2018-02-23,karada,Syradisk,2018-02-23 10:41
BBT 311,2018-02-22,jircec,Lutdisk,2018-02-22 22:17
BBT 307,2018-02-23,karada,Syradisk,2018-02-23 14:38
BBT 320,2018-02-21,normar,Syradisk,2018-02-21 18:10
BBT 309,2018-02-24,normar,Lutdisk,2018-02-24 04:07
BBT 304,2018-02-25,normar,Syradisk,2018-02-25 13:39
Kontrollera BBT:er i Citect,2018-02-25,normar,Genomförd,2018-02-25 11:30
T45,2018-02-25,normar,Syradisk,2018-02-25 12:11
T34,2018-02-25,normar,Lutdisk,2018-02-25 13:42
BBT 319,2018-02-25,normar,Lutdisk,2018-02-25 19:17
Filtret Sterilning,2018-02-25,normar,Genomförd,2018-02-25 11:29
BBT 314,2018-02-26,andhan,Syradisk,2018-02-26 10:44
BBT 308,2018-02-26,andhan,Lutdisk,2018-02-26 12:35
BBT 316,2018-02-26,assulf,Syradisk,2018-02-26 15:43
BBT 325,2018-02-26,assulf,Syradisk,2018-02-26 17:17
BBT 313,2018-02-27,qvamag,Lutdisk,2018-02-27 02:08
BBT 315,2018-02-27,qvamag,Syradisk,2018-02-27 05:41
BBT 316,2018-02-27,qvamag,Syradisk,2018-02-27 05:39
BBT 320,2018-02-27,jakgun,Lutdisk,2018-02-27 06:57
BBT 323,2018-02-27,jakgun,Lutdisk,2018-02-27 08:12
BBT 305,2018-02-27,jakgun,Lutdisk,2018-02-27 11:14
BBT 304,2018-02-27,jircec,Lutdisk,2018-02-27 18:40
BBT 324,2018-02-28,assulf,Lutdisk,2018-02-28 17:28
BBT 307,2018-02-28,qvamag,Syradisk,2018-02-28 23:43
BBT 310,2018-03-01,qvamag,Syradisk,2018-03-01 01:34
BBT 315,2018-03-01,jakgun,Syradisk,2018-03-01 13:03
BBT 317,2018-03-02,andhan,Syradisk,2018-03-02 07:34
BBT 321,2018-03-01,jircec,Lutdisk,2018-03-01 16:44
BBT 325,2018-03-02,andhan,Lutdisk,2018-03-02 09:21
T45,2018-03-02,assulf,Syradisk,2018-03-02 19:04
T34,2018-03-02,assulf,Syradisk,2018-03-02 19:05
Vattenfilter,2018-03-02,assulf,Genomförd,2018-03-02 19:05
Maltax,2018-03-02,assulf,Rengjord,2018-03-02 19:05
Kontrollera BBT:er i Citect,2018-03-02,assulf,Genomförd,2018-03-02 19:11
Filtret-Veckoavslut,2018-03-02,assulf,Lutsterilning,2018-03-02 20:44
BBT 322,2018-03-04,jircec,Lutdisk,2018-03-04 10:01
BBT 306,2018-03-04,jircec,Syradisk,2018-03-04 11:37
BBT 316,2018-03-04,jircec,Syradisk,2018-03-04 12:54
BBT 311,2018-03-05,andhan,Syradisk,2018-03-05 00:22
301 Vattentank,2018-03-08,karada,Lutdisk,2018-03-08 17:05
302 Vattentank,2018-03-08,karada,Lutdisk,2018-03-08 17:05
Lilla balanssystemet (2),2018-03-08,karada,Lutdisk,2018-03-08 17:05
Stora balanssystemet (1),2018-03-08,karada,Lutdisk,2018-03-08 17:06
Aldox,2018-03-08,karada,Syradisk,2018-03-08 17:06
303 Vattentank,2018-03-08,karada,Lutdisk,2018-03-08 17:06
BBT 304,2018-03-08,karada,Lutdisk,2018-03-08 20:18
BBT 305,2018-03-08,karada,Lutdisk,2018-03-08 20:19
BBT 306,2018-03-08,karada,Lutdisk,2018-03-08 20:19
T34,2018-03-08,karada,Lutdisk,2018-03-08 20:20
T45,2018-03-08,karada,Lutdisk,2018-03-08 20:20
Filtret-Veckoavslut,2018-03-08,karada,Lutsterilning,2018-03-08 20:20
BBT 307,2018-03-08,andhan,Lutdisk,2018-03-08 21:57
BBT 307,2018-03-08,karada,Lutdisk,2018-03-08 21:39
BBT 308,2018-03-08,andhan,Lutdisk,2018-03-08 23:02
BBT 310,2018-03-09,andhan,Lutdisk,2018-03-09 00:55
BBT 312,2018-03-09,andhan,Lutdisk,2018-03-09 02:12
BBT 309,2018-03-09,andhan,Lutdisk,2018-03-09 03:56
BBT 311,2018-03-09,andhan,Lutdisk,2018-03-09 05:07
Maltax,2018-03-09,karada,Rengjord,2018-03-09 18:10
T34,2018-03-09,karada,Syradisk,2018-03-09 21:06
Kontrollera BBT:er i Citect,2018-03-09,karada,Genomförd,2018-03-09 19:07
Vattenfilter,2018-03-09,karada,Genomförd,2018-03-09 21:55
T45,2018-03-10,karada,Syradisk,2018-03-10 03:42
BBT 310,2018-03-11,karada,Syradisk,2018-03-11 10:20
BBT 309,2018-03-11,karada,Syradisk,2018-03-11 11:39
BBT 312,2018-03-11,karada,Syradisk,2018-03-11 13:08
BBT 316,2018-03-11,karada,Syradisk,2018-03-11 16:07
BBT 320,2018-03-12,leajon,Lutdisk,2018-03-12 02:00
BBT 322,2018-03-12,leajon,Syradisk,2018-03-12 04:52
BBT 325,2018-03-13,normar,Syradisk,2018-03-13 01:28
BBT 314,2018-03-13,jakgun,Lutdisk,2018-03-13 17:16
Filtret Sterilning,2018-03-14,leajon,Genomförd,2018-03-14 00:07
BBT 322,2018-03-14,andhan,Syradisk,2018-03-14 14:44
BBT 307,2018-03-14,andhan,Syradisk,2018-03-14 18:06
BBT 311,2018-03-15,normar,Syradisk,2018-03-15 02:20
Filtret Sterilning,2018-03-15,normar,Genomförd,2018-03-15 04:02
BBT 309,2018-03-15,jakgun,Syradisk,2018-03-15 15:04
BBT 305,2018-03-15,jakgun,Syradisk,2018-03-15 16:26
BBT 323,2018-03-15,jakgun,Lutdisk,2018-03-15 20:16
BBT 313,2018-03-16,mårfre,Syradisk,2018-03-16 07:41
Filtret-Veckoavslut,2018-03-16,mårfre,Lutsterilning,2018-03-16 08:57
Vattenfilter,2018-03-16,mårfre,Genomförd,2018-03-16 11:18
Aldox,2018-03-16,mårfre,Syradisk,2018-03-16 11:52
Maltax,2018-03-16,mårfre,Rengjord,2018-03-16 11:58
T34,2018-03-16,mårfre,Syradisk,2018-03-16 14:03
T45,2018-03-16,andhan,Lutdisk,2018-03-16 17:32
Kontrollera BBT:er i Citect,2018-03-16,andhan,Genomförd,2018-03-16 23:41
BBT 318,2018-03-18,jakgun,Lutdisk,2018-03-18 10:30
BBT 314,2018-03-18,jakgun,Syradisk,2018-03-18 13:39
BBT 322,2018-03-18,jakgun,Syradisk,2018-03-18 15:36
BBT 305,2018-03-18,jircec,Lutdisk,2018-03-18 21:54
BBT 324,2018-03-19,jircec,Syradisk,2018-03-19 02:09
BBT 319,2018-03-19,mölpet,Lutdisk,2018-03-19 08:54
BBT 312,2018-03-19,leajon,Syradisk,2018-03-19 15:46
BBT 306,2018-03-19,mölpet,Syradisk,2018-03-19 10:27
BBT 315,2018-03-19,leajon,Lutdisk,2018-03-19 17:52
BBT 316,2018-03-20,leajon,Lutdisk,2018-03-20 15:43
BBT 310,2018-03-19,assulf,Syradisk,2018-03-19 23:03
BBT 325,2018-03-21,assulf,Syradisk,2018-03-21 00:12
BBT 317,2018-03-21,normar,Lutdisk,2018-03-21 19:43
BBT 309,2018-03-21,assulf,Syradisk,2018-03-21 23:53
BBT 313,2018-03-22,assulf,Lutdisk,2018-03-22 05:31
BBT 308,2018-03-22,karada,Syradisk,2018-03-22 06:48
BBT 304,2018-03-22,karada,Syradisk,2018-03-22 11:21
BBT 321,2018-03-22,assulf,Syradisk,2018-03-22 23:23
Aldox,2018-03-23,leajon,Syradisk,2018-03-23 18:40
T34,2018-03-23,leajon,Syradisk,2018-03-23 19:38
Filtret-Veckoavslut,2018-03-23,leajon,Lutsterilning,2018-03-23 20:14
T45,2018-03-23,leajon,Syradisk,2018-03-23 22:03
Kontrollera BBT:er i Citect,2018-03-23,leajon,Genomförd,2018-03-23 22:04
BBT 315,2018-03-23,leajon,Syradisk,2018-03-23 23:16
Maltax,2018-03-23,leajon,Rengjord,2018-03-23 23:21
BBT 307,2018-03-25,leajon,Syradisk,2018-03-25 10:59
BBT 323,2018-03-25,leajon,Syradisk,2018-03-25 12:37
BBT 311,2018-03-25,leajon,Syradisk,2018-03-25 15:51
BBT 305,2018-03-25,leajon,Syradisk,2018-03-25 14:35
BBT 318,2018-03-25,leajon,Syradisk,2018-03-25 17:14
BBT 314,2018-03-25,leajon,Syradisk,2018-03-25 19:31
BBT 322,2018-03-25,mölpet,Lutdisk,2018-03-25 23:30
BBT 312,2018-03-26,assulf,Syradisk,2018-03-26 16:13
BBT 316,2018-03-26,johper,Syradisk,2018-03-26 06:30
BBT 305,2018-03-26,assulf,Syradisk,2018-03-26 20:43
BBT 309,2018-03-27,mölpet,Syradisk,2018-03-27 03:36
BBT 304,2018-03-27,assulf,Syradisk,2018-03-27 15:50
T45,2018-03-27,assulf,Lutdisk,2018-03-27 18:29
BBT 308,2018-03-29,mölpet,Lutdisk,2018-03-29 00:47
Kontrollera BBT:er i Citect,2018-03-29,assulf,Genomförd,2018-03-29 17:46
T45,2018-03-29,assulf,Syradisk,2018-03-29 18:22
Filtret-Veckoavslut,2018-03-29,assulf,Lutsterilning,2018-03-29 19:52
Vattenfilter,2018-03-29,assulf,Genomförd,2018-03-29 19:52
Maltax,2018-03-29,assulf,Rengjord,2018-03-29 19:53
T34,2018-03-29,assulf,Lutdisk,2018-03-29 20:23
BBT 325,2018-04-01,assulf,Lutdisk,2018-04-01 11:54
BBT 312,2018-04-02,johper,Lutdisk,2018-04-02 02:15
BBT 313,2018-04-01,assulf,Syradisk,2018-04-01 14:02
BBT 309,2018-04-02,johper,Lutdisk,2018-04-02 02:16
BBT 318,2018-04-02,jircec,Syradisk,2018-04-02 10:18
BBT 311,2018-04-02,jircec,Lutdisk,2018-04-02 11:43
BBT 314,2018-04-02,jircec,Syradisk,2018-04-02 13:16
BBT 315,2018-04-02,jircec,Syradisk,2018-04-02 14:59
BBT 306,2018-04-02,jircec,Lutdisk,2018-04-02 15:43
BBT 310,2018-04-03,normar,Lutdisk,2018-04-03 09:49
BBT 304,2018-04-03,normar,Lutdisk,2018-04-03 11:07
BBT 317,2018-04-03,normar,Syradisk,2018-04-03 13:17
Filtret Sterilning,2018-04-03,jakgun,Genomförd,2018-04-03 23:56
BBT 323,2018-04-03,jakgun,Lutdisk,2018-04-03 23:58
BBT 318,2018-04-04,jakgun,Lutdisk,2018-04-04 00:02
BBT 308,2018-04-04,jakgun,Syradisk,2018-04-04 03:02
BBT 322,2018-04-04,jakgun,Syradisk,2018-04-04 05:51
BBT 307,2018-04-05,andhan,Lutdisk,2018-04-05 02:17
BBT 316,2018-04-05,andhan,Syradisk,2018-04-05 03:56
BBT 305,2018-04-05,normar,Syradisk,2018-04-05 06:21
BBT 315,2018-04-05,jakgun,Syradisk,2018-04-05 22:05
BBT 304,2018-04-06,leajon,Syradisk,2018-04-06 07:19
BBT 308,2018-04-06,leajon,Syradisk,2018-04-06 09:50
BBT 315,2018-04-06,leajon,Lutdisk,2018-04-06 12:27
BBT 318,2018-04-08,mölpet,Syradisk,2018-04-08 11:56
BBT 325,2018-04-08,mölpet,Syradisk,2018-04-08 16:44
T34,2018-04-08,mölpet,Syradisk,2018-04-08 16:44
T45,2018-04-08,mölpet,Syradisk,2018-04-08 16:45
BBT 314,2018-04-08,mölpet,Lutdisk,2018-04-08 19:32
BBT 318,2018-04-09,leajon,Syradisk,2018-04-09 01:11
BBT 323,2018-04-09,johper,Syradisk,2018-04-09 14:43
BBT 317,2018-04-09,johper,Lutdisk,2018-04-09 21:28
T34,2018-04-10,jakgun,Lutdisk,2018-04-10 18:26
T45,2018-04-10,jakgun,Lutdisk,2018-04-10 18:27
Filtret-Veckoavslut,2018-04-10,leajon,Lutsterilning,2018-04-10 21:59
BBT 309,2018-04-11,jircec,Syradisk,2018-04-11 10:17
BBT 312,2018-04-11,arafre,Syradisk,2018-04-11 12:17
BBT 310,2018-04-12,karing,Syradisk,2018-04-12 01:55
BBT 306,2018-04-12,jircec,Syradisk,2018-04-12 08:23
BBT 322,2018-04-12,jircec,Syradisk,2018-04-12 11:54
Filtret Sterilning,2018-04-12,jakgun,Genomförd,2018-04-12 18:15
T34,2018-04-12,jakgun,Lutdisk,2018-04-12 18:16
BBT 315,2018-04-12,jakgun,Syradisk,2018-04-12 19:28
BBT 304,2018-04-13,jircec,Syradisk,2018-04-13 08:15
BBT 318,2018-04-12,jakgun,Syradisk,2018-04-12 21:40
Maltax,2018-04-14,johper,Rengjord,2018-04-14 03:01
Kontrollera BBT:er i Citect,2018-04-14,johper,Genomförd,2018-04-14 03:02
BBT 307,2018-04-13,jircec,Syradisk,2018-04-13 14:47
Filtret-Veckoavslut,2018-04-15,johper,Lutsterilning,2018-04-15 08:40
BBT 314,2018-04-15,jakgun,Lutdisk,2018-04-15 11:55
BBT 309,2018-04-15,jakgun,Lutdisk,2018-04-15 13:04
T34,2018-04-15,jakgun,Lutdisk,2018-04-15 13:08
T45,2018-04-15,jakgun,Lutdisk,2018-04-15 13:08
Vattenfilter,2018-04-15,jakgun,Genomförd,2018-04-15 13:09
BBT 313,2018-04-15,jakgun,Lutdisk,2018-04-15 14:12
BBT 315,2018-04-17,normar,Syradisk,2018-04-17 18:30
BBT 312,2018-04-15,jakgun,Syradisk,2018-04-15 19:50
BBT 312,2018-04-17,normar,Syradisk,2018-04-17 21:24
BBT 310,2018-04-17,assulf,Syradisk,2018-04-17 22:55
BBT 316,2018-04-18,assulf,Lutdisk,2018-04-18 03:36
BBT 316,2018-04-18,normar,Syradisk,2018-04-18 17:37
BBT 316,2018-04-18,normar,Syradisk,2018-04-18 17:38
BBT 323,2018-04-18,normar,Syradisk,2018-04-18 21:25
BBT 321,2018-04-19,assulf,Lutdisk,2018-04-19 05:09
BBT 325,2018-04-19,karing,Syradisk,2018-04-19 20:29
BBT 304,2018-04-19,karing,Syradisk,2018-04-19 15:40
BBT 317,2018-04-20,karada,Syradisk,2018-04-20 06:56
BBT 314,2018-04-19,jircec,Syradisk,2018-04-19 21:57
BBT 308,2018-04-20,karada,Lutdisk,2018-04-20 10:20
BBT 307,2018-04-20,karada,Syradisk,2018-04-20 14:51
BBT 318,2018-04-20,normar,Syradisk,2018-04-20 20:57
Kontrollera BBT:er i Citect,2018-04-21,normar,Genomförd,2018-04-21 01:58
T34,2018-04-22,normar,Syradisk,2018-04-22 12:49
Filtret-Veckoavslut,2018-04-22,normar,Lutsterilning,2018-04-22 10:08
BBT 313,2018-04-22,normar,Syradisk,2018-04-22 15:12
BBT 305,2018-04-22,normar,Lutdisk,2018-04-22 16:29
T45,2018-04-22,normar,Lutdisk,2018-04-22 21:56
BBT 309,2018-04-23,jircec,Syradisk,2018-04-23 15:37
BBT 306,2018-04-23,mölpet,Syradisk,2018-04-23 04:11
Filtret Sterilning,2018-04-24,jakgun,Genomförd,2018-04-24 09:54
T34,2018-04-24,jakgun,Lutdisk,2018-04-24 09:54
Maltax,2018-04-24,jakgun,Rengjord,2018-04-24 09:55
BBT 323,2018-04-24,jakgun,Lutdisk,2018-04-24 11:23
BBT 317,2018-04-25,andhan,Lutdisk,2018-04-25 08:53
BBT 312,2018-04-24,jakgun,Lutdisk,2018-04-24 13:01
BBT 322,2018-04-25,arafre,Lutdisk,2018-04-25 15:52
BBT 308,2018-04-25,arafre,Syradisk,2018-04-25 20:39
BBT 324,2018-04-26,karada,Lutdisk,2018-04-26 01:49
BBT 311,2018-04-26,karada,Lutdisk,2018-04-26 02:35
T34,2018-04-26,jircec,Syradisk,2018-04-26 21:17
T45,2018-04-26,jircec,Syradisk,2018-04-26 21:17
Vattenfilter,2018-04-27,jakgun,Genomförd,2018-04-27 08:57
301 Vattentank,2018-04-27,jakgun,Lutdisk,2018-04-27 08:56
Aldox,2018-04-27,jakgun,Syradisk,2018-04-27 09:26
303 Vattentank,2018-04-27,jakgun,Lutdisk,2018-04-27 10:17
Filtret-Veckoavslut,2018-04-27,jakgun,Lutsterilning,2018-04-27 11:10
302 Vattentank,2018-04-27,jakgun,Lutdisk,2018-04-27 11:27
Kolsyraledning,2018-04-27,jakgun,Rengjord,2018-04-27 14:38
Stora balanssystemet (1),2018-04-27,jircec,Lutdisk,2018-04-27 18:37
Lilla balanssystemet (2),2018-04-27,jircec,Lutdisk,2018-04-27 18:38
